marca,modelo,ano,quilometragem,preco,combustivel,car_documents,tipo,transmissão,year_range,km's driven_range
Toyota,Corolla XLI,2011,10000.0,1950000,Gasolina,Original,Importado,Manual,3,1
Suzuki,Swift,2016,81000.0,2450000,Gasolina,Original,Nacional,Manual,4,3
Daihatsu,Hijet,2013,109000.0,1425000,Gasolina,Original,Importado,Automatic,4,4
Honda,City IVTEC,2019,33700.0,3900000,Gasolina,Original,Nacional,Manual,5,2
Honda,Civic Prosmetic,2010,117580.0,2380000,Gasolina,Original,Importado,Automatic,3,4
Toyota,Passo,2013,76000.0,2500000,Gasolina,Original,Importado,Automatic,4,3
Toyota,Passo,2017,85000.0,3350000,Gasolina,Original,Importado,Automatic,5,3
Mitsubishi,Lancer,2006,128000.0,1500000,Gasolina,Original,Importado,Automatic,2,5
Suzuki,Cultus VXR,2005,6500.0,780000,Gasolina,Original,Importado,Manual,2,1
Suzuki,Wagon R,2019,60000.0,2550000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Swift,2016,20000.0,2600000,Gasolina,Original,Nacional,Manual,4,1
Toyota,Corolla GLI,2009,12345.0,2000000,Gasolina,Original,Nacional,Manual,3,1
Daihatsu,Cuore,2004,12345.0,950000,Gasolina,Original,Nacional,Automatic,1,1
Toyota,Corolla XLI,2008,150000.0,1700000,Gasolina,Original,Importado,Manual,2,5
Daihatsu,Hijet,2013,95000.0,1525000,Gasolina,Original,Importado,Automatic,4,4
Toyota,Yaris,2020,31000.0,4600000,Gasolina,Original,Nacional,Automatic,5,2
Hyundai,Santro,2000,10000.0,560000,Gasolina,Original,Importado,Manual,1,1
Honda,Civic Prosmetic,2007,98000.0,1950000,Gasolina,Original,Importado,Automatic,2,4
Toyota,Corolla GLI,2009,125000.0,1950000,Gasolina,Original,Nacional,Manual,3,5
Toyota,Corolla GLI,2017,101323.0,4100000,Gasolina,Original,Nacional,Automatic,5,4
Daihatsu,Cuore,2010,25010.0,750000,Gasolina,Original,Nacional,Manual,3,1
Honda,Civic Prosmetic,2013,201000.0,2720000,Gasolina,Original,Nacional,Automatic,4,7
Honda,City IVTEC,2016,50000.0,4800000,Gasolina,Original,Importado,Automatic,4,2
Chevrolet,Exclusive,2003,50000.0,600000,Gasolina,Original,Importado,Manual,1,2
Hyundai,Santro,2005,123000.0,875000,Gasolina,Original,Nacional,Manual,2,5
Suzuki,Wagon R,2023,9500.0,3050000,Gasolina,Original,Nacional,Manual,6,1
KIA,Picanto,2020,27300.0,2970000,Gasolina,Original,Importado,Automatic,5,1
Suzuki,Alto,2012,58000.0,1250000,Gasolina,Original,Nacional,Manual,3,2
KIA,Classic,2000,15000.0,300000,Gasolina,Original,Importado,Manual,1,1
Hyundai,Santro,2008,72708.0,1200000,Gasolina,Original,Nacional,Manual,2,3
Daihatsu,Mira,2019,58000.0,3450000,Gasolina,Original,Importado,Automatic,5,2
Daihatsu,Hijet,2012,118000.0,1550000,Gasolina,Original,Importado,Automatic,3,4
Daihatsu,Cuore,2007,100000.0,780000,Gasolina,Original,Nacional,Manual,2,4
Honda,Civic Oriel,2016,85000.0,3650000,Gasolina,Original,Nacional,Manual,4,3
Daihatsu,Cuore,2010,123456.0,810000,Gasolina,Original,Nacional,Manual,3,5
Toyota,Corolla GLI,2015,164000.0,3150000,Gasolina,Original,Nacional,Manual,4,6
Suzuki,Swift,2013,111777.0,2300000,Gasolina,Original,Importado,Automatic,4,4
Toyota,Corolla XLI,2017,58000.0,3050000,Gasolina,Original,Nacional,Manual,5,2
Toyota,Passo,2021,6900.0,4350000,Gasolina,Original,Importado,Automatic,6,1
Daihatsu,Cuore,2008,112500.0,1145000,Gasolina,Original,Nacional,Automatic,2,4
Honda,Civic Prosmetic,2013,69000.0,3650000,Gasolina,Original,Nacional,Automatic,4,3
Toyota,Corrolla Altis,2015,105000.0,3750000,Gasolina,Original,Nacional,Automatic,4,4
Toyota,Altis Grande,2015,96000.0,4000000,Gasolina,Original,Nacional,Automatic,4,4
Mitsubishi,Lancer,2023,165000.0,1200000,Gasolina,Original,Importado,Manual,6,6
Honda,City Aspire,2009,1234.0,2450000,Gasolina,Original,Nacional,Automatic,3,1
Suzuki,Bolan,2022,38000.0,1760000,Gasolina,Original,Nacional,Manual,6,2
Suzuki,Every,2013,120000.0,1900000,Gasolina,Original,Importado,Automatic,4,4
FAW,V2,2015,40000.0,1500000,Gasolina,Original,Nacional,Manual,4,2
Hyundai,Santro,2006,235000.0,1145000,Gasolina,Original,Nacional,Manual,2,10
Toyota,Passo,2007,73000.0,1900000,Gasolina,Original,Importado,Automatic,2,3
Suzuki,Every,2005,15000.0,980000,Gasolina,Original,Importado,Automatic,2,1
Suzuki,Bolan,2012,90000.0,550000,Gasolina,Original,Importado,Automatic,3,3
Suzuki,Alto,2021,33800.0,2200000,Gasolina,Original,Nacional,Manual,6,2
Suzuki,Wagon R,2023,8500.0,2875000,Gasolina,Original,Nacional,Manual,6,1
Honda,City IVTEC,2010,145000.0,2500000,Gasolina,Original,Nacional,Manual,3,5
Toyota,Corolla XLI,2006,123456.0,2200000,Gasolina,Original,Importado,Manual,2,5
Suzuki,Bolan,2007,100000.0,630000,Gasolina,Original,Importado,Manual,2,4
Toyota,Corolla XLI,2016,56200.0,3250000,Gasolina,Original,Nacional,Automatic,4,2
Toyota,Altis Grande,2017,81625.0,4725000,Gasolina,Original,Nacional,Automatic,5,3
Chevrolet,Joy,2005,100000.0,700000,Gasolina,Original,Importado,Manual,2,4
Daihatsu,Terios Kid,2016,120000.0,2100000,Gasolina,Original,Importado,Automatic,4,4
Suzuki,Baleno,2005,80000.0,1100000,Gasolina,Original,Importado,Manual,2,3
Daihatsu,Cuore,2011,12345.0,1250000,Gasolina,Original,Importado,Manual,3,1
Daihatsu,Cuore,2010,130000.0,820000,Gasolina,Original,Nacional,Manual,3,5
Daihatsu,Hijet,2013,50000.0,1450000,Gasolina,Original,Importado,Automatic,4,2
Toyota,Corrolla Altis,2017,104000.0,3980000,Gasolina,Original,Nacional,Automatic,5,4
Honda,Civic Oriel,2007,23505.0,1790000,Gasolina,Original,Nacional,Manual,2,1
Daihatsu,Cuore,2007,95000.0,675000,Gasolina,Original,Nacional,Manual,2,4
Daihatsu,Cuore,2009,143000.0,870000,Gasolina,Original,Nacional,Manual,3,5
Suzuki,Swift,2020,32000.0,2975000,Gasolina,Original,Nacional,Automatic,5,2
Changan,Alsvin,2021,24700.0,3550000,Gasolina,Original,Nacional,Automatic,6,1
Hyundai,Santro,2008,213000.0,1200000,Gasolina,Original,Importado,Manual,2,8
Honda,Civic Prosmetic,2006,170000.0,2200000,Gasolina,Original,Nacional,Automatic,2,6
Suzuki,Wagon R,2020,83000.0,2250000,Gasolina,Original,Nacional,Manual,5,3
Suzuki,Swift,2018,40000.0,2600000,Gasolina,Original,Nacional,Automatic,5,2
Honda,City IVTEC,2006,1250.0,1900000,Gasolina,Original,Importado,Automatic,2,1
Suzuki,Alto,2020,49000.0,2100000,Gasolina,Original,Nacional,Manual,5,2
Toyota,Corolla XLI,2012,276000.0,2215000,Gasolina,Original,Importado,Manual,3,10
Suzuki,Cultus VXR,2007,200000.0,750000,Gasolina,Original,Importado,Manual,2,7
Honda,Civic Oriel,2017,85000.0,4525000,Gasolina,Original,Nacional,Automatic,5,3
Suzuki,Swift,2012,124928.0,1750000,Gasolina,Original,Nacional,Manual,3,5
Changan,Karvaan,2022,45000.0,2215000,Gasolina,Original,Nacional,Manual,6,2
Suzuki,Alto,2010,190000.0,890000,Gasolina,Original,Nacional,Manual,3,7
Daihatsu,Cuore,2009,100000.0,890000,Gasolina,Original,Nacional,Manual,3,4
Honda,Civic Prosmetic,2007,211000.0,2000000,Gasolina,Original,Nacional,Automatic,2,8
Suzuki,Bolan,2016,87960.0,1050000,Gasolina,Original,Nacional,Manual,4,3
Toyota,Corrolla Altis,2008,55000.0,2700000,Gasolina,Original,Importado,Automatic,2,2
Honda,Civic Oriel,2003,100000.0,1375000,Gasolina,Original,Importado,Manual,1,4
Honda,City Aspire,2012,152000.0,2645000,Gasolina,Duplicate,Nacional,Automatic,3,6
Daihatsu,Move,2013,105000.0,2250000,Gasolina,Original,Importado,Automatic,4,4
Toyota,Corrolla Altis,2002,100000.0,1650000,Gasolina,Original,Nacional,Automatic,1,4
Toyota,Corrolla Altis,2014,66000.0,3400000,Gasolina,Original,Nacional,Automatic,4,3
Honda,City IVTEC,2019,50000.0,4000000,Gasolina,Original,Nacional,Automatic,5,2
Honda,Civic Prosmetic,2011,156000.0,2600000,Gasolina,Original,Nacional,Automatic,3,6
Toyota,Altis Grande,2017,107000.0,4650000,Gasolina,Original,Nacional,Automatic,5,4
Toyota,Corolla GLI,2017,92000.0,3720000,Gasolina,Original,Nacional,Manual,5,4
Suzuki,Alto,2021,27854.0,2310000,Gasolina,Original,Nacional,Manual,6,1
KIA,Sportage,2003,100000.0,1450000,GNV,Original,Importado,Manual,1,4
Suzuki,Ravi,2015,69558.0,850000,Gasolina,Original,Nacional,Manual,4,3
Daihatsu,Hijet,2011,70000.0,1600000,Gasolina,Original,Importado,Automatic,3,3
Suzuki,Bolan,2013,12358.0,910000,Gasolina,Original,Nacional,Manual,4,1
Suzuki,Wagon R,2018,95000.0,2050000,Gasolina,Original,Nacional,Manual,5,4
Mitsubishi,Ek Wagon,2007,107443.0,1550000,Gasolina,Original,Importado,Automatic,2,4
Chevrolet,Exclusive,2004,125000.0,665000,Gasolina,Original,Importado,Manual,1,5
Toyota,Yaris,2021,18000.0,4500000,Gasolina,Original,Nacional,Automatic,6,1
Hyundai,Santro,2003,177000.0,630000,GNV,Duplicate,Importado,Manual,1,6
Daihatsu,Mira,2023,7500.0,3460000,Gasolina,Original,Importado,Automatic,6,1
Changan,Alsvin,2022,40000.0,4150000,Gasolina,Original,Importado,Automatic,6,2
Honda,Civic Prosmetic,2004,109000.0,1265000,Gasolina,Original,Nacional,Manual,1,4
Chevrolet,Joy,2004,115000.0,820000,Gasolina,Original,Importado,Manual,1,4
Daihatsu,Cuore,2007,189890.0,880000,Gasolina,Original,Nacional,Manual,2,7
Daihatsu,Mira,2022,5000.0,3600000,Gasolina,Original,Importado,Automatic,6,1
Hyundai,Santro,2006,17000.0,849999,Gasolina,Original,Nacional,Manual,2,1
FAW,V2,2018,85500.0,1625000,Gasolina,Original,Importado,Manual,5,3
Honda,City IDSI,2008,12345.0,1700000,Gasolina,Original,Nacional,Manual,2,1
Honda,Civic Oriel,2016,79000.0,4250000,Gasolina,Original,Nacional,Automatic,4,3
Toyota,Corolla GLI,2013,75000.0,2450000,Gasolina,Original,Importado,Manual,4,3
Toyota,Passo,2018,180000.0,2675000,Gasolina,Original,Importado,Automatic,5,6
KIA,Classic,2001,120000.0,300000,Gasolina,Original,Nacional,Manual,1,4
Suzuki,Cultus VXR,2007,11111.0,760000,GNV,Original,Nacional,Manual,2,1
Honda,Civic Prosmetic,2007,100000.0,1860000,Gasolina,Original,Nacional,Automatic,2,4
Suzuki,Alto,2012,11196.0,1300000,Gasolina,Original,Importado,Manual,3,1
Honda,Civic Prosmetic,2013,114000.0,2850000,Gasolina,Original,Nacional,Automatic,4,4
Toyota,Corolla XLI,2005,200000.0,1450000,Gasolina,Original,Nacional,Manual,2,7
Suzuki,Alto,2020,78500.0,2150000,Gasolina,Original,Nacional,Manual,5,3
Hyundai,Santro,2003,1000.0,900000,Gasolina,Original,Importado,Automatic,1,1
Suzuki,Bolan,2017,85000.0,1150000,Gasolina,Original,Nacional,Manual,5,3
Honda,City Vario,2007,117000.0,1750000,Gasolina,Original,Nacional,Automatic,2,4
Daihatsu,Cuore,2011,100000.0,1100000,GNV,Original,Nacional,Manual,3,4
Hyundai,Santro,2001,85000.0,650000,Gasolina,Duplicate,Nacional,Manual,1,3
Hyundai,Santro,2004,185000.0,850000,Gasolina,Original,Nacional,Manual,1,7
Honda,City IVTEC,2015,80000.0,2830000,Gasolina,Original,Importado,Manual,4,3
Honda,Civic Prosmetic,2016,158000.0,4900000,Gasolina,Original,Nacional,Automatic,4,6
Suzuki,Swift,2017,137464.0,2150000,Gasolina,Original,Nacional,Manual,5,5
Hyundai,Santro,2005,157000.0,955000,Gasolina,Original,Nacional,Manual,2,6
Suzuki,Bolan,2010,2010.0,780000,Gasolina,Original,Importado,Manual,3,1
Daihatsu,Hijet,2012,135000.0,1350000,Gasolina,Original,Importado,Automatic,3,5
Hyundai,Santro,2005,130000.0,855000,Gasolina,Original,Importado,Manual,2,5
Honda,City IVTEC,2015,104230.0,2725000,Gasolina,Original,Nacional,Manual,4,4
Honda,City IVTEC,2018,66500.0,3050000,Gasolina,Original,Nacional,Manual,5,3
Suzuki,Baleno,2006,321450.0,1050000,GNV,Original,Nacional,Manual,2,11
Honda,City IVTEC,2019,80000.0,3400000,Gasolina,Original,Nacional,Manual,5,3
Honda,City IVTEC,2023,4000.0,4550000,Gasolina,Original,Importado,Manual,6,1
Suzuki,Alto,2004,165000.0,660000,Gasolina,Original,Importado,Manual,1,6
FAW,X-PV,2019,47000.0,1350000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Mehran VXR,2009,96000.0,620000,Gasolina,Original,Nacional,Manual,3,4
Mitsubishi,Lancer,2005,140000.0,1350000,Gasolina,Original,Importado,Manual,2,5
Honda,Civic Prosmetic,2013,115000.0,3000000,Gasolina,Original,Nacional,Automatic,4,4
Daihatsu,Mira,2006,160000.0,1495000,Gasolina,Original,Importado,Automatic,2,6
Honda,City Aspire,2015,146445.0,2900000,Gasolina,Original,Importado,Manual,4,5
Suzuki,Cultus VXR,2012,96000.0,950000,Gasolina,Original,Nacional,Manual,3,4
Honda,Civic Oriel,2011,15555.0,1680000,Gasolina,Original,Importado,Manual,3,1
Honda,City IVTEC,2015,112000.0,3150000,Gasolina,Original,Nacional,Automatic,4,4
KIA,Classic,2001,50000.0,430000,GNV,Original,Nacional,Manual,1,2
Suzuki,Mehran VXR,2015,65000.0,870000,Gasolina,Original,Nacional,Manual,4,3
Toyota,Passo,2016,98000.0,3155000,Gasolina,Original,Importado,Automatic,4,4
Suzuki,Bolan,2014,120000.0,1180000,Gasolina,Original,Nacional,Manual,4,4
Daihatsu,Cuore,2009,12388.0,900000,Gasolina,Original,Nacional,Automatic,3,1
Honda,City Vario,2006,117254.0,1780000,Gasolina,Original,Nacional,Automatic,2,4
Mercedes,E Class,2004,162000.0,3590000,Gasolina,Original,Importado,Automatic,1,6
Toyota,Corolla XLI,2010,249000.0,1940000,Gasolina,Original,Nacional,Manual,3,10
Suzuki,Baleno,2000,94501.0,920000,Gasolina,Original,Nacional,Manual,1,4
Honda,City IDSI,2004,75000.0,1785000,Gasolina,Original,Nacional,Manual,1,3
Honda,City IVTEC,2018,70000.0,3245000,Gasolina,Original,Nacional,Manual,5,3
Toyota,Yaris,2022,28000.0,4050000,Gasolina,Original,Nacional,Manual,6,1
Suzuki,Wagon R,2017,85000.0,1925000,Gasolina,Original,Nacional,Manual,5,3
Daihatsu,Cuore,2009,1234.0,1000000,Gasolina,Original,Nacional,Manual,3,1
Daihatsu,Mira,2007,111000.0,1750000,Gasolina,Original,Importado,Automatic,2,4
FAW,X-PV,2015,85000.0,800000,Gasolina,Original,Nacional,Manual,4,3
Honda,City Aspire,2020,74000.0,4000000,Gasolina,Original,Nacional,Automatic,5,3
Honda,City IVTEC,2017,32700.0,3850000,Gasolina,Original,Nacional,Automatic,5,2
Suzuki,Alto,2022,23500.0,2495000,Gasolina,Original,Nacional,Manual,6,1
Suzuki,Baleno,2005,250000.0,1130000,Gasolina,Original,Importado,Manual,2,10
Suzuki,Mehran VXR,2015,123456.0,945000,Gasolina,Original,Nacional,Manual,4,5
Honda,Civic Oriel,2004,10000.0,1400000,Gasolina,Original,Importado,Automatic,1,1
Honda,City IVTEC,2021,37500.0,4080000,Gasolina,Original,Nacional,Manual,6,2
Suzuki,Mehran VXR,2008,95000.0,660000,Gasolina,Original,Nacional,Manual,2,4
Honda,City IVTEC,2017,93000.0,2995000,Gasolina,Original,Nacional,Manual,5,4
Honda,City Aspire,2018,56000.0,3090000,Gasolina,Original,Nacional,Manual,5,2
Daihatsu,Mira,2013,150000.0,2125000,Gasolina,Original,Importado,Automatic,4,5
Honda,Civic Prosmetic,2006,107525.0,1790000,Gasolina,Original,Nacional,Automatic,2,4
Suzuki,Swift,2012,95000.0,1600000,Gasolina,Original,Nacional,Manual,3,4
Suzuki,Every,2014,170000.0,1300000,Gasolina,Original,Importado,Automatic,4,6
Honda,City IVTEC,2019,100000.0,3620000,Gasolina,Original,Nacional,Manual,5,4
Hyundai,Santro,2003,200000.0,720000,Gasolina,Original,Nacional,Manual,1,7
Suzuki,Bolan,2015,65000.0,950000,Gasolina,Original,Importado,Manual,4,3
Daihatsu,Mira,2013,90000.0,2250000,Gasolina,Original,Importado,Automatic,4,3
Chevrolet,Exclusive,2005,93000.0,775000,Gasolina,Original,Importado,Manual,2,4
Daihatsu,Cuore,2005,186539.0,570000,Gasolina,Original,Nacional,Manual,2,7
Daihatsu,Mira,2011,115000.0,2200000,Gasolina,Original,Importado,Automatic,3,4
Hyundai,Santro,2004,155000.0,1000000,Gasolina,Original,Nacional,Manual,1,6
Daihatsu,Hijet,2016,113000.0,1290000,Gasolina,Original,Importado,Manual,4,4
Toyota,Corrolla Altis,2013,172000.0,2350000,Gasolina,Original,Nacional,Manual,4,6
Mitsubishi,Lancer,2005,100000.0,1250000,Gasolina,Original,Importado,Manual,2,4
Honda,City Vario,2021,27000.0,4200000,Gasolina,Original,Nacional,Manual,6,1
Daihatsu,Mira,2015,103000.0,2250000,Gasolina,Original,Importado,Automatic,4,4
Hyundai,Santro,2004,130000.0,880000,Gasolina,Original,Nacional,Manual,1,5
Toyota,Corolla XLI,2010,12345.0,1800000,Gasolina,Original,Importado,Manual,3,1
Changan,Karvaan,2020,85000.0,2350000,Gasolina,Original,Importado,Manual,5,3
Suzuki,Alto,2008,200000.0,1020000,GNV,Original,Importado,Manual,2,7
Daihatsu,Hijet,2016,200000.0,1210000,Gasolina,Original,Importado,Manual,4,7
Suzuki,Wagon R,2018,12345.0,2299999,Gasolina,Original,Nacional,Manual,5,1
Suzuki,Wagon R,2018,97000.0,2300000,Gasolina,Original,Nacional,Manual,5,4
Mitsubishi,Minica,2014,150000.0,1200000,Gasolina,Original,Importado,Automatic,4,5
Honda,Civic Prosmetic,2011,88000.0,2500000,Gasolina,Original,Nacional,Automatic,3,3
Suzuki,Wagon R,2022,36000.0,2700000,Gasolina,Original,Nacional,Manual,6,2
Mitsubishi,Lancer,2004,300000.0,1185000,Gasolina,Duplicate,Nacional,Manual,1,10
Mitsubishi,Lancer,2005,152000.0,1260000,Gasolina,Original,Nacional,Automatic,2,6
Honda,City IDSI,2007,200000.0,1650000,Gasolina,Original,Importado,Manual,2,7
Honda,City Aspire,2015,86000.0,3130000,Gasolina,Original,Nacional,Automatic,4,3
FAW,X-PV,2018,125000.0,1650000,Gasolina,Original,Importado,Manual,5,5
Honda,City IVTEC,2017,83000.0,4000000,Gasolina,Original,Nacional,Manual,5,3
Honda,City IVTEC,2015,115000.0,3200000,Gasolina,Original,Nacional,Automatic,4,4
Honda,Civic Oriel,2014,94000.0,3550000,Gasolina,Original,Nacional,Automatic,4,4
Toyota,Corolla GLI,2015,178000.0,3150000,Gasolina,Original,Nacional,Manual,4,6
Daihatsu,Cuore,2007,100000.0,800000,Gasolina,Original,Nacional,Manual,2,4
Daihatsu,Cuore,2012,123456.0,1200000,Gasolina,Original,Nacional,Automatic,3,5
Honda,City IVTEC,2017,36000.0,2970000,Gasolina,Original,Nacional,Manual,5,2
Honda,City IVTEC,2013,123456.0,2700000,Gasolina,Original,Importado,Automatic,4,5
Mitsubishi,Minica,2013,100000.0,1200000,Gasolina,Original,Importado,Manual,4,4
Honda,City IVTEC,2015,123456.0,2950000,Gasolina,Original,Importado,Manual,4,5
Suzuki,Mehran VXR,2006,320000.0,780000,Gasolina,Original,Nacional,Manual,2,11
Mercedes,C Class,2004,111112.0,2900000,Gasolina,Original,Importado,Automatic,1,4
Suzuki,Swift,2014,250000.0,1750000,Gasolina,Original,Nacional,Manual,4,10
Hyundai,Santro,2005,100000.0,965000,Gasolina,Original,Nacional,Manual,2,4
Daihatsu,Hijet,2019,71000.0,2650000,Gasolina,Original,Importado,Automatic,5,3
Daihatsu,Cuore,2007,100000.0,560000,Gasolina,Original,Nacional,Manual,2,4
Suzuki,Wagon R,2018,36000.0,2300000,Gasolina,Original,Nacional,Manual,5,2
Toyota,Corrolla Altis,2016,137000.0,4200000,Gasolina,Original,Nacional,Automatic,4,5
Daihatsu,Mira,2019,37500.0,3650000,Gasolina,Original,Importado,Automatic,5,2
Daihatsu,Hijet,2015,97000.0,1350000,Gasolina,Original,Importado,Automatic,4,4
Suzuki,Wagon R,2022,30000.0,2890000,Gasolina,Original,Nacional,Manual,6,1
Suzuki,Swift,2016,122000.0,2350000,Gasolina,Original,Nacional,Automatic,4,5
Honda,Civic Oriel,2014,79000.0,3650000,Gasolina,Original,Nacional,Automatic,4,3
Toyota,Corolla XLI,2009,250000.0,2080000,Gasolina,Original,Nacional,Manual,3,10
Hyundai,Santro,2001,12345.0,750000,Gasolina,Original,Importado,Manual,1,1
Suzuki,Bolan,2019,7700.0,1500000,Gasolina,Original,Nacional,Manual,5,1
Toyota,Corrolla Altis,2000,175000.0,1950000,Gasolina,Original,Importado,Automatic,1,6
Toyota,Yaris,2021,35000.0,4600000,Gasolina,Original,Nacional,Automatic,6,2
Suzuki,Mehran VXR,2007,70557.0,560000,Gasolina,Original,Nacional,Manual,2,3
Mitsubishi,Lancer,2005,270000.0,1600000,Gasolina,Original,Importado,Automatic,2,10
Suzuki,Swift,2018,63000.0,4300000,Gasolina,Original,Importado,Automatic,5,3
Suzuki,Swift,2015,143000.0,2350000,Gasolina,Original,Nacional,Manual,4,5
Daihatsu,Mira,2014,92774.0,2075000,Gasolina,Original,Importado,Automatic,4,4
Daihatsu,Mira,2012,80000.0,2425000,Gasolina,Original,Importado,Automatic,3,3
Hyundai,Santro,2006,78525.0,844000,Gasolina,Original,Nacional,Manual,2,3
Suzuki,Alto,2021,58000.0,2280000,Gasolina,Original,Nacional,Manual,6,2
KIA,Sportage,2004,123000.0,1150000,Gasolina,Original,Importado,Automatic,1,5
Changan,Alsvin,2021,61000.0,3650000,Gasolina,Original,Nacional,Automatic,6,3
Suzuki,Bolan,2008,1105.0,500000,Gasolina,Original,Nacional,Manual,2,1
Suzuki,Alto,2021,71000.0,2575000,Gasolina,Original,Nacional,Automatic,6,3
Daihatsu,Cuore,2008,155278.0,870000,Gasolina,Original,Importado,Manual,2,6
Suzuki,Alto,2007,50000.0,620000,Gasolina,Original,Nacional,Manual,2,2
Suzuki,Wagon R,2019,95000.0,2100000,Gasolina,Original,Nacional,Manual,5,4
Daihatsu,Cuore,2008,100000.0,830000,Gasolina,Original,Nacional,Manual,2,4
Daihatsu,Cuore,2005,135000.0,690000,Gasolina,Original,Importado,Automatic,2,5
Toyota,Corolla GLI,2012,90000.0,2650000,Gasolina,Original,Nacional,Manual,3,3
Hyundai,Santro,2006,100000.0,930000,Gasolina,Original,Importado,Manual,2,4
Honda,City Aspire,2015,140000.0,2975000,Gasolina,Original,Nacional,Manual,4,5
Suzuki,Cultus VXR,2014,99000.0,1450000,Gasolina,Original,Nacional,Manual,4,4
Suzuki,Bolan,2008,70000.0,585000,Gasolina,Original,Nacional,Manual,2,3
Honda,City Aspire,2014,120000.0,2650000,Gasolina,Original,Nacional,Manual,4,4
Suzuki,Bolan,2016,63000.0,1450000,Gasolina,Original,Nacional,Manual,4,3
Toyota,Corrolla Altis,2012,100000.0,2625000,Gasolina,Original,Nacional,Automatic,3,4
Daihatsu,Mira,2020,32000.0,3480000,Gasolina,Original,Nacional,Automatic,5,2
Suzuki,Bolan,2021,60000.0,1850000,Gasolina,Original,Nacional,Manual,6,2
Hyundai,Santro,2007,95000.0,1125000,Gasolina,Original,Nacional,Manual,2,4
Suzuki,Alto,2021,53000.0,2750000,Gasolina,Original,Nacional,Automatic,6,2
Suzuki,Wagon R,2017,20000.0,3100000,Gasolina,Original,Importado,Automatic,5,1
Toyota,Corolla GLI,2018,43000.0,4375000,Gasolina,Original,Nacional,Automatic,5,2
Honda,City IVTEC,2001,215000.0,1300000,Gasolina,Original,Importado,Automatic,1,8
Suzuki,Bolan,2014,25000.0,900000,Gasolina,Original,Nacional,Manual,4,1
Suzuki,Baleno,2005,92000.0,1175000,Gasolina,Original,Importado,Manual,2,4
Suzuki,Bolan,2009,70000.0,825000,Gasolina,Original,Nacional,Manual,3,3
Suzuki,Every,2017,12347.0,1550000,Gasolina,Original,Importado,Automatic,5,1
Suzuki,Alto,2012,128000.0,1150000,Gasolina,Original,Nacional,Manual,3,5
Suzuki,Mehran VXR,2018,25000.0,1350000,Gasolina,Original,Nacional,Manual,5,1
Daihatsu,Mira,2012,90000.0,1900000,Gasolina,Original,Importado,Automatic,3,3
Suzuki,Bolan,2007,4811.0,630000,Gasolina,Original,Importado,Manual,2,1
Honda,City IVTEC,2015,126000.0,3000000,Gasolina,Original,Nacional,Manual,4,5
Suzuki,Mehran VXR,2010,1234.0,750000,Gasolina,Original,Nacional,Manual,3,1
Suzuki,Every,2012,200000.0,1260000,Gasolina,Original,Importado,Automatic,3,7
Honda,City IVTEC,2007,100000.0,1830000,Gasolina,Original,Importado,Automatic,2,4
Suzuki,Wagon R,2016,126000.0,1950000,Gasolina,Original,Nacional,Manual,4,5
Suzuki,Every,2018,137000.0,1950000,Gasolina,Original,Importado,Manual,5,5
Honda,City IVTEC,2019,130000.0,3750000,Gasolina,Original,Nacional,Automatic,5,5
Suzuki,Alto,2012,90000.0,1480000,Gasolina,Original,Importado,Automatic,3,3
KIA,Sportage,2003,12345.0,1150000,Gasolina,Original,Importado,Manual,1,1
Suzuki,Wagon R,2015,68000.0,2153000,Gasolina,Original,Nacional,Manual,4,3
Daihatsu,Cuore,2010,45619.0,980000,Gasolina,Original,Nacional,Manual,3,2
Hyundai,Santro,2006,100000.0,995000,Gasolina,Original,Nacional,Manual,2,4
Honda,City IVTEC,2017,53000.0,3600000,Gasolina,Original,Importado,Automatic,5,2
Daihatsu,Mira,2020,13400.0,3600000,Gasolina,Original,Importado,Automatic,5,1
Honda,City IVTEC,2014,143500.0,2550000,Gasolina,Original,Nacional,Manual,4,5
Suzuki,Bolan,2005,48000.0,650000,Gasolina,Original,Nacional,Manual,2,2
Toyota,Corolla XLI,2011,125000.0,1950000,Gasolina,Original,Nacional,Manual,3,5
Suzuki,Swift,2013,115000.0,2100000,Gasolina,Original,Importado,Automatic,4,4
Suzuki,Wagon R,2016,100000.0,1900000,Gasolina,Original,Importado,Manual,4,4
Toyota,Corolla GLI,2017,75000.0,4000000,Gasolina,Original,Nacional,Automatic,5,3
Toyota,Corolla GLI,2009,160000.0,2360000,Gasolina,Original,Importado,Manual,3,6
Suzuki,Cultus VXR,2006,77000.0,1200000,Gasolina,Original,Nacional,Manual,2,3
Chevrolet,Joy,2006,100000.0,700000,Gasolina,Original,Importado,Manual,2,4
Suzuki,Alto,2009,100000.0,950000,Gasolina,Original,Nacional,Manual,3,4
Toyota,Corolla GLI,2018,90000.0,4580000,Gasolina,Original,Nacional,Manual,5,3
Suzuki,Alto,2006,175000.0,775000,Gasolina,Original,Nacional,Manual,2,6
Changan,Alsvin,2021,60000.0,3275000,Gasolina,Original,Nacional,Automatic,6,2
Suzuki,Mehran VXR,2008,3500.0,780000,Gasolina,Original,Importado,Manual,2,1
Suzuki,Bolan,2017,38000.0,1300000,GNV,Original,Nacional,Manual,5,2
Toyota,Corolla XLI,2015,191000.0,2900000,Gasolina,Original,Nacional,Manual,4,7
