marca,modelo,ano,quilometragem,preco,combustivel,car_documents,tipo,transmissão,year_range,km's driven_range
Hyundai,Santro,2004,180000.0,985000,Gasolina,Original,Importado,Automatic,1,6
Daihatsu,Cuore,2007,130000.0,475000,Gasolina,Original,Nacional,Manual,2,5
Hyundai,Santro,2004,150000.0,1050000,Gasolina,Original,Nacional,Manual,1,5
Mercedes,C Class,2001,99990.0,2400000,Gasolina,Original,Nacional,Automatic,1,4
Suzuki,Mehran VXR,2001,12345.0,580000,Gasolina,Original,Nacional,Manual,1,1
Daihatsu,Terios Kid,2008,95784.0,1350000,Gasolina,Original,Nacional,Manual,2,4
KIA,Picanto,2019,34500.0,2650000,Gasolina,Original,Nacional,Automatic,5,2
Suzuki,Mehran VXR,2016,64500.0,970000,Gasolina,Original,Nacional,Manual,4,3
Toyota,Corolla GLI,2017,123000.0,3820000,Gasolina,Original,Nacional,Automatic,5,5
Honda,City IVTEC,2016,84000.0,3075000,Gasolina,Original,Nacional,Manual,4,3
Suzuki,Mehran VXR,2008,85500.0,720000,Gasolina,Original,Nacional,Manual,2,3
Suzuki,Swift,2018,66000.0,2100000,Gasolina,Original,Importado,Manual,5,3
Suzuki,Ravi,2020,57612.0,1300000,Gasolina,Original,Importado,Manual,5,2
Suzuki,Alto,2011,150000.0,960000,Gasolina,Original,Importado,Manual,3,5
Suzuki,Swift,2023,1200.0,4975000,Gasolina,Original,Nacional,Automatic,6,1
Honda,City IVTEC,2006,100000.0,1495000,Gasolina,Original,Nacional,Manual,2,4
Hyundai,Santro,2002,200000.0,690000,Gasolina,Original,Nacional,Manual,1,7
Daihatsu,Cuore,2000,200000.0,810000,Gasolina,Original,Importado,Manual,1,7
Suzuki,Alto,2021,26000.0,2700000,Gasolina,Original,Nacional,Automatic,6,1
Suzuki,Swift,2014,120000.0,2000000,Gasolina,Original,Nacional,Manual,4,4
Daihatsu,Cuore,2007,140000.0,1000000,Gasolina,Original,Importado,Manual,2,5
Daihatsu,Cuore,2012,10000.0,900000,Gasolina,Original,Nacional,Manual,3,1
Suzuki,Bolan,2010,90000.0,655000,Gasolina,Original,Nacional,Manual,3,3
Honda,City IVTEC,2009,200000.0,2400000,Gasolina,Original,Importado,Manual,3,7
Suzuki,Baleno,2001,150000.0,1050000,Gasolina,Original,Importado,Manual,1,5
KIA,Sportage,2002,12345.0,800000,Gasolina,Original,Importado,Manual,1,1
Daihatsu,Cuore,2008,25000.0,1050000,Gasolina,Original,Nacional,Manual,2,1
Suzuki,Bolan,2016,61000.0,1100000,Gasolina,Original,Nacional,Manual,4,3
Honda,City IDSI,2003,180000.0,1350000,Gasolina,Original,Nacional,Manual,1,6
Honda,City Vario,2004,90000.0,1480000,Gasolina,Original,Nacional,Automatic,1,3
Suzuki,Cultus VXR,2017,11111.0,1620000,Gasolina,Original,Nacional,Manual,5,1
Honda,City Vario,2005,170000.0,1425000,Gasolina,Original,Nacional,Automatic,2,6
Honda,City IVTEC,2018,90000.0,3390000,Gasolina,Original,Nacional,Manual,5,3
Suzuki,Mehran VXR,2007,120000.0,640000,Gasolina,Original,Nacional,Manual,2,4
Honda,City IVTEC,2019,40000.0,3625000,Gasolina,Original,Nacional,Automatic,5,2
Hyundai,Santro,2001,99000.0,673000,Gasolina,Original,Importado,Manual,1,4
Toyota,Corolla XLI,2011,98000.0,2225000,Gasolina,Original,Nacional,Manual,3,4
Honda,Civic Prosmetic,2014,220000.0,3400000,Gasolina,Original,Nacional,Automatic,4,8
Daihatsu,Move,2012,155000.0,2200000,Gasolina,Original,Importado,Automatic,3,6
Honda,City IVTEC,2015,118000.0,2860000,Gasolina,Original,Nacional,Manual,4,4
Suzuki,Bolan,2017,48000.0,1325000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Wagon R,2018,53000.0,2325000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Alto,2007,120000.0,950000,Gasolina,Original,Nacional,Manual,2,4
Suzuki,Cultus VXR,2006,10000.0,650000,Gasolina,Original,Nacional,Manual,2,1
Suzuki,Mehran VXR,2012,44700.0,955000,Gasolina,Original,Nacional,Manual,3,2
Toyota,Corrolla Altis,2015,86000.0,4070000,Gasolina,Original,Nacional,Automatic,4,3
Toyota,Yaris,2021,48000.0,4800000,Gasolina,Original,Nacional,Automatic,6,2
Suzuki,Wagon R,2017,95000.0,1850000,Gasolina,Original,Nacional,Manual,5,4
KIA,Sportage,2004,150000.0,1210000,Gasolina,Original,Importado,Manual,1,5
FAW,V2,2016,100000.0,1450000,Gasolina,Original,Nacional,Manual,4,4
Suzuki,Every,2017,98000.0,1685000,Gasolina,Original,Importado,Automatic,5,4
Honda,City IDSI,2006,125000.0,2200000,Gasolina,Original,Importado,Automatic,2,5
FAW,X-PV,2016,27937.0,950000,Gasolina,Original,Importado,Manual,4,1
Honda,City IVTEC,2018,40216.0,3500000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Alto,2004,100000.0,575000,Gasolina,Original,Nacional,Manual,1,4
Suzuki,Alto,2022,13500.0,2470000,Gasolina,Original,Nacional,Manual,6,1
Toyota,Corrolla Altis,2017,84000.0,3900000,Gasolina,Original,Nacional,Automatic,5,3
Honda,City IVTEC,2018,60000.0,3600000,Gasolina,Original,Nacional,Manual,5,2
Toyota,Yaris,2021,32500.0,4900000,Gasolina,Original,Nacional,Automatic,6,2
Daihatsu,Cuore,2003,200000.0,565000,Gasolina,Original,Nacional,Manual,1,7
Chevrolet,Joy,2006,1234.0,625000,Gasolina,Original,Importado,Manual,2,1
Daihatsu,Cuore,2002,35000.0,570000,Gasolina,Original,Importado,Manual,1,2
KIA,Spectra,2002,12345.0,620000,Gasolina,Original,Importado,Manual,1,1
Suzuki,Bolan,2021,61000.0,1800000,Gasolina,Original,Nacional,Manual,6,3
Suzuki,Ravi,2013,44824.0,800000,Gasolina,Original,Nacional,Manual,4,2
Suzuki,Every,2005,95000.0,975000,Gasolina,Original,Importado,Manual,2,4
Suzuki,Alto,2002,12345.0,1100000,Gasolina,Original,Nacional,Automatic,1,1
Honda,Civic Prosmetic,2015,42880.0,3750000,Gasolina,Original,Nacional,Automatic,4,2
Honda,Civic Prosmetic,2010,197000.0,2350000,Gasolina,Original,Nacional,Automatic,3,7
Toyota,Corolla GLI,2015,79000.0,3375000,Gasolina,Original,Nacional,Manual,4,3
Suzuki,Bolan,2023,4000.0,2035000,Gasolina,Original,Nacional,Manual,6,1
Toyota,Passo,2017,79000.0,3200000,Gasolina,Original,Importado,Automatic,5,3
Toyota,Corolla GLI,2014,100000.0,3200000,Gasolina,Original,Nacional,Manual,4,4
Honda,City IDSI,2006,250000.0,1500000,Gasolina,Original,Nacional,Manual,2,10
Suzuki,Cultus VXR,2001,75848.0,575000,Gasolina,Original,Nacional,Manual,1,3
FAW,V2,2017,95000.0,1850000,Gasolina,Original,Importado,Manual,5,4
Suzuki,Baleno,2004,123456.0,850000,Gasolina,Original,Nacional,Manual,1,5
Honda,City IVTEC,2002,75000.0,1000000,Gasolina,Original,Importado,Automatic,1,3
Toyota,Corolla GLI,2015,260000.0,3650000,Gasolina,Original,Nacional,Manual,4,10
Suzuki,Every,2014,113600.0,1895000,Gasolina,Original,Importado,Automatic,4,4
Suzuki,Every,2008,123486.0,1500000,Gasolina,Original,Importado,Manual,2,5
Toyota,Corolla GLI,2019,85000.0,4035000,Gasolina,Original,Importado,Manual,5,3
Honda,City IVTEC,2007,170000.0,1550000,Gasolina,Original,Nacional,Manual,2,6
Suzuki,Alto,2020,63500.0,2150000,Gasolina,Original,Nacional,Manual,5,3
Suzuki,Alto,2008,65000.0,1400000,Gasolina,Original,Nacional,Automatic,2,3
Daihatsu,Hijet,2016,4568.0,1420000,Gasolina,Original,Importado,Automatic,4,1
Toyota,Corolla GLI,2018,55000.0,4300000,Gasolina,Original,Importado,Manual,5,2
Toyota,Yaris,2021,50000.0,4250000,Gasolina,Original,Nacional,Automatic,6,2
Honda,City IDSI,2005,200000.0,1750000,Gasolina,Original,Nacional,Manual,2,7
Suzuki,Alto,2020,46500.0,2125000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Alto,2019,72000.0,2045000,Gasolina,Original,Nacional,Manual,5,3
Daihatsu,Cuore,2002,140000.0,600000,Gasolina,Original,Nacional,Manual,1,5
Daihatsu,Mira,2016,85267.0,2430000,Gasolina,Original,Importado,Automatic,4,3
Suzuki,Ravi,2007,56897.0,580000,Gasolina,Original,Nacional,Manual,2,2
Toyota,Corolla XLI,2012,89000.0,2750000,Gasolina,Original,Nacional,Manual,3,3
Honda,City Vario,2006,115000.0,1525000,Gasolina,Original,Nacional,Automatic,2,4
Suzuki,Bolan,2013,32500.0,1300000,Gasolina,Original,Nacional,Manual,4,2
Suzuki,Wagon R,2014,72148.0,2250000,Gasolina,Original,Importado,Automatic,4,3
Toyota,Corrolla Altis,2006,100000.0,2050000,Gasolina,Original,Nacional,Manual,2,4
Suzuki,Alto,2019,51000.0,2150000,Gasolina,Original,Nacional,Manual,5,2
Daihatsu,Mira,2011,118300.0,2200000,Gasolina,Original,Importado,Automatic,3,4
Daihatsu,Cuore,2011,100000.0,900000,Gasolina,Original,Nacional,Manual,3,4
Honda,City IVTEC,2020,52000.0,4000000,Gasolina,Original,Importado,Manual,5,2
Hyundai,Santro,2007,150000.0,1480000,Gasolina,Original,Importado,Manual,2,5
Honda,Civic Oriel,2017,105000.0,4800000,Gasolina,Original,Nacional,Automatic,5,4
Honda,City Aspire,2016,164000.0,3950000,Gasolina,Original,Nacional,Automatic,4,6
Honda,Civic Oriel,2013,86000.0,3275000,Gasolina,Original,Nacional,Automatic,4,3
Honda,City IDSI,2008,191000.0,1840000,Gasolina,Original,Nacional,Manual,2,7
Hyundai,Santro,2003,12509.0,735000,Gasolina,Original,Importado,Manual,1,1
Suzuki,Wagon R,2021,22000.0,2765000,Gasolina,Original,Nacional,Manual,6,1
Suzuki,Mehran VXR,2005,85796.0,560000,Gasolina,Original,Nacional,Manual,2,3
Toyota,Corolla GLI,2009,165000.0,2050000,Gasolina,Original,Nacional,Manual,3,6
Honda,City Vario,2013,100000.0,2900000,Gasolina,Original,Importado,Manual,4,4
Honda,Civic Oriel,2003,32456.0,1400000,Gasolina,Original,Nacional,Automatic,1,2
Suzuki,Cultus VXR,2012,65500.0,1165000,Gasolina,Original,Nacional,Manual,3,3
FAW,X-PV,2017,170000.0,840000,Gasolina,Original,Nacional,Manual,5,6
Honda,City IVTEC,2014,126000.0,2645000,Gasolina,Original,Nacional,Manual,4,5
Suzuki,Alto,2020,30800.0,3350000,Gasolina,Original,Importado,Automatic,5,2
Daihatsu,Cuore,2002,120000.0,550000,Gasolina,Original,Nacional,Manual,1,4
Daihatsu,Hijet,2006,162000.0,1180000,Gasolina,Original,Importado,Manual,2,6
Suzuki,Bolan,2015,122000.0,850000,Gasolina,Original,Nacional,Manual,4,5
Suzuki,Bolan,2014,98000.0,700000,Gasolina,Original,Nacional,Manual,4,4
Daihatsu,Mira,2011,100000.0,2050000,Gasolina,Original,Importado,Automatic,3,4
Honda,Civic Prosmetic,2002,200000.0,1190000,Gasolina,Original,Importado,Automatic,1,7
Toyota,Corolla GLI,2016,48000.0,3900000,Gasolina,Original,Nacional,Automatic,4,2
Changan,Karvaan,2021,44000.0,2100000,Gasolina,Original,Importado,Manual,6,2
Toyota,Corrolla Altis,2018,59000.0,4775000,Gasolina,Original,Nacional,Automatic,5,2
Hyundai,Santro,2007,129000.0,920000,Gasolina,Original,Nacional,Manual,2,5
Suzuki,Wagon R,2018,58000.0,2370000,Gasolina,Original,Nacional,Manual,5,2
Honda,City IVTEC,2017,110000.0,3400000,Gasolina,Original,Nacional,Automatic,5,4
Honda,City IDSI,2000,59000.0,815000,Gasolina,Original,Nacional,Automatic,1,2
Toyota,Corolla GLI,2015,110000.0,2990000,Gasolina,Original,Nacional,Manual,4,4
Suzuki,Wagon R,2022,7500.0,3100000,Gasolina,Original,Nacional,Manual,6,1
Toyota,Yaris,2021,43000.0,3725000,Gasolina,Original,Nacional,Manual,6,2
Honda,Civic Prosmetic,2002,170000.0,1400000,Gasolina,Original,Importado,Automatic,1,6
Suzuki,Alto,2005,12345.0,780000,Gasolina,Original,Nacional,Manual,2,1
Honda,City IVTEC,2014,114000.0,2900000,Gasolina,Original,Nacional,Automatic,4,4
Suzuki,Mehran VXR,2013,35000.0,910000,Gasolina,Original,Nacional,Manual,4,2
Daihatsu,Cuore,2007,155000.0,695000,Gasolina,Original,Importado,Manual,2,6
Toyota,Corolla GLI,2013,90000.0,2350000,Gasolina,Original,Importado,Manual,4,3
Suzuki,Bolan,2018,60000.0,1400000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Bolan,2006,70000.0,630000,Gasolina,Original,Importado,Manual,2,3
Daihatsu,Cuore,2005,125487.0,630000,Gasolina,Original,Nacional,Automatic,2,5
Daihatsu,Move,2014,95000.0,1850000,Gasolina,Original,Importado,Automatic,4,4
Toyota,Corolla GLI,2017,71000.0,3475000,Gasolina,Original,Nacional,Manual,5,3
Toyota,Altis Grande,2015,114000.0,4450000,Gasolina,Original,Importado,Automatic,4,4
KIA,Classic,2001,180000.0,420000,Gasolina,Original,Nacional,Manual,1,6
FAW,X-PV,2016,147000.0,680000,Gasolina,Original,Nacional,Manual,4,5
Honda,City Aspire,2019,85000.0,4700000,Gasolina,Original,Nacional,Automatic,5,3
Honda,City Aspire,2021,40000.0,4600000,Gasolina,Original,Nacional,Automatic,6,2
Honda,City IVTEC,2019,39000.0,4200000,Gasolina,Original,Importado,Automatic,5,2
Suzuki,Alto,2022,13905.0,2125000,Gasolina,Original,Nacional,Manual,6,1
Chevrolet,Joy,2009,85000.0,970000,Gasolina,Original,Importado,Manual,3,3
Honda,City Vario,2006,200000.0,1800000,Gasolina,Original,Nacional,Automatic,2,7
Suzuki,Cultus VXR,2000,93000.0,599000,Gasolina,Original,Nacional,Manual,1,4
Honda,City Aspire,2018,71000.0,3750000,Gasolina,Original,Nacional,Automatic,5,3
Toyota,Corrolla Altis,2017,124000.0,4500000,Gasolina,Original,Nacional,Automatic,5,5
Suzuki,Baleno,2007,180000.0,1100000,Gasolina,Original,Importado,Manual,2,6
Honda,City IDSI,2003,10000.0,1320000,Gasolina,Original,Nacional,Manual,1,1
Honda,City IVTEC,2018,110000.0,3600000,Gasolina,Original,Nacional,Automatic,5,4
Toyota,Corrolla Altis,2006,200600.0,1775000,Gasolina,Original,Nacional,Automatic,2,7
Toyota,Passo,2013,128000.0,2085000,Gasolina,Original,Importado,Automatic,4,5
Daihatsu,Terios Kid,2011,134000.0,2275000,Gasolina,Original,Importado,Manual,3,5
Suzuki,Mehran VXR,2018,34000.0,1480000,Gasolina,Original,Nacional,Manual,5,2
Daihatsu,Cuore,2005,170000.0,1000000,Gasolina,Original,Importado,Manual,2,6
Suzuki,Swift,2018,133000.0,2300000,Gasolina,Original,Nacional,Automatic,5,5
Daihatsu,Mira,2008,189000.0,1450000,Gasolina,Original,Importado,Automatic,2,7
Suzuki,Wagon R,2021,39500.0,2825000,Gasolina,Original,Nacional,Manual,6,2
Toyota,Passo,2013,96000.0,2725000,Gasolina,Original,Importado,Automatic,4,4
Honda,City Aspire,2001,187000.0,1360000,Gasolina,Original,Nacional,Manual,1,7
Honda,City IDSI,2007,136123.0,1690000,Gasolina,Original,Nacional,Manual,2,5
Changan,Karvaan,2021,87000.0,2455000,Gasolina,Original,Nacional,Manual,6,3
Chevrolet,Joy,2008,185000.0,750000,Gasolina,Original,Importado,Manual,2,7
Daihatsu,Cuore,2011,100000.0,975000,Gasolina,Original,Nacional,Automatic,3,4
Daihatsu,Mira,2019,81000.0,3600000,Gasolina,Original,Importado,Automatic,5,3
Daihatsu,Hijet,2017,5400.0,1600000,Gasolina,Original,Importado,Automatic,5,1
Honda,City IVTEC,2010,145000.0,2400000,Gasolina,Original,Nacional,Manual,3,5
Toyota,Altis Grande,2017,90000.0,4450000,Gasolina,Original,Nacional,Automatic,5,3
Honda,City IDSI,2005,91000.0,2150000,Gasolina,Original,Nacional,Manual,2,4
KIA,Picanto,2021,13000.0,3050000,Gasolina,Original,Nacional,Automatic,6,1
Toyota,Corolla XLI,2015,60000.0,2950000,Gasolina,Original,Nacional,Manual,4,2
Suzuki,Alto,2001,100000.0,600000,Gasolina,Original,Nacional,Manual,1,4
Daihatsu,Mira,2018,72000.0,3450000,Gasolina,Original,Importado,Automatic,5,3
Toyota,Corolla GLI,2018,83078.0,4250000,Gasolina,Original,Nacional,Manual,5,3
Toyota,Corolla XLI,2009,124500.0,1450000,Gasolina,Original,Importado,Manual,3,5
Suzuki,Swift,2011,200000.0,1850000,Gasolina,Original,Importado,Manual,3,7
Honda,City Aspire,2002,116922.0,850000,Gasolina,Original,Nacional,Manual,1,4
Toyota,Corolla XLI,2013,276659.0,2350000,Gasolina,Original,Importado,Manual,4,10
Honda,City IVTEC,2009,103000.0,2200000,Gasolina,Original,Nacional,Automatic,3,4
Hyundai,Santro,2007,5000.0,1075000,Gasolina,Original,Importado,Manual,2,1
Daihatsu,Mira,2014,95000.0,2030000,Gasolina,Original,Importado,Automatic,4,4
Honda,Civic Oriel,2010,130000.0,1925000,Gasolina,Original,Nacional,Manual,3,5
Suzuki,Wagon R,2019,53125.0,2195000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Cultus VXR,2007,1000.0,725000,Gasolina,Original,Nacional,Manual,2,1
Daihatsu,Terios Kid,2010,247000.0,3400000,Gasolina,Original,Nacional,Automatic,3,10
Honda,City Vario,2005,100000.0,1350000,Gasolina,Original,Nacional,Manual,2,4
Suzuki,Alto,2006,250000.0,650000,Gasolina,Original,Nacional,Automatic,2,10
Daihatsu,Cuore,2000,130000.0,465000,Gasolina,Original,Nacional,Manual,1,5
Toyota,Corolla XLI,2010,15000.0,2300000,Gasolina,Original,Nacional,Manual,3,1
Toyota,Yaris,2021,37000.0,4650000,Gasolina,Original,Nacional,Automatic,6,2
Daihatsu,Mira,2017,83500.0,2275000,Gasolina,Original,Importado,Automatic,5,3
Toyota,Corolla GLI,2017,99300.0,3150000,Gasolina,Original,Nacional,Automatic,5,4
Toyota,Corolla GLI,2011,170000.0,2430000,Gasolina,Original,Nacional,Manual,3,6
Toyota,Corrolla Altis,2018,127000.0,4495000,Gasolina,Original,Nacional,Automatic,5,5
Hyundai,Santro,2003,5555.0,699000,Gasolina,Original,Nacional,Manual,1,1
Toyota,Passo,2018,67000.0,3345000,Gasolina,Original,Importado,Automatic,5,3
Suzuki,Mehran VXR,2006,100000.0,430000,Gasolina,Original,Nacional,Manual,2,4
Hyundai,Santro,2005,148500.0,880000,Gasolina,Original,Importado,Manual,2,5
Daihatsu,Hijet,2017,150000.0,1380000,Gasolina,Original,Importado,Manual,5,5
Suzuki,Wagon R,2021,58000.0,2650000,Gasolina,Original,Nacional,Manual,6,2
FAW,X-PV,2015,100000.0,1800000,Gasolina,Original,Importado,Manual,4,4
Suzuki,Bolan,2017,91000.0,1300000,Gasolina,Original,Nacional,Manual,5,4
Suzuki,Wagon R,2018,90000.0,2250000,Gasolina,Original,Importado,Manual,5,3
Honda,Civic Prosmetic,2009,175000.0,1980000,Gasolina,Original,Nacional,Automatic,3,6
Suzuki,Bolan,2011,150000.0,590000,Gasolina,Original,Nacional,Manual,3,5
Toyota,Corrolla Altis,2014,149000.0,2775000,Gasolina,Original,Nacional,Automatic,4,5
Daihatsu,Hijet,2011,110000.0,1260000,Gasolina,Original,Nacional,Automatic,3,4
Changan,Karvaan,2022,4000.0,2750000,Gasolina,Original,Nacional,Manual,6,1
Suzuki,Alto,2012,166000.0,1250000,Gasolina,Original,Nacional,Manual,3,6
Toyota,Corolla XLI,2016,71000.0,3150000,Gasolina,Original,Nacional,Manual,4,3
Suzuki,Bolan,2012,93000.0,775000,Gasolina,Original,Nacional,Manual,3,4
Honda,City IVTEC,2016,135000.0,3500000,Gasolina,Original,Nacional,Automatic,4,5
KIA,Sportage,2005,32712.0,1480000,Gasolina,Original,Importado,Manual,2,2
Honda,City IVTEC,2018,90000.0,3490000,Gasolina,Original,Nacional,Manual,5,3
Toyota,Yaris,2022,27000.0,4450000,Gasolina,Original,Nacional,Automatic,6,1
Daihatsu,Mira,2014,95000.0,2050000,Gasolina,Original,Importado,Automatic,4,4
Daihatsu,Cuore,2006,100000.0,830000,Gasolina,Original,Nacional,Manual,2,4
Toyota,Passo,2006,87000.0,1625000,Gasolina,Original,Importado,Automatic,2,3
Suzuki,Mehran VXR,2014,80000.0,880000,Gasolina,Original,Nacional,Manual,4,3
Daihatsu,Mira,2014,104500.0,2500000,Gasolina,Original,Importado,Automatic,4,4
Hyundai,Santro,2006,100000.0,775000,Gasolina,Original,Nacional,Manual,2,4
Suzuki,Alto,2021,28000.0,2675000,Gasolina,Original,Nacional,Automatic,6,1
Suzuki,Mehran VXR,2019,57000.0,1400000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Mehran VXR,2012,84000.0,900000,Gasolina,Original,Importado,Manual,3,3
Suzuki,Cultus VXR,2015,99862.0,1475000,Gasolina,Original,Importado,Manual,4,4
FAW,V2,2017,100000.0,1185000,Gasolina,Original,Nacional,Manual,5,4
Daihatsu,Mira,2012,118000.0,1550000,Gasolina,Original,Importado,Automatic,3,4
Daihatsu,Cuore,2008,50000.0,995000,Gasolina,Original,Importado,Manual,2,2
Toyota,Corrolla Altis,2015,150000.0,3925000,Gasolina,Original,Nacional,Automatic,4,5
Toyota,Corolla GLI,2016,112000.0,3700000,Gasolina,Original,Nacional,Manual,4,4
Suzuki,Every,2017,89000.0,1600000,Gasolina,Original,Importado,Automatic,5,3
KIA,Sportage,2004,12345.0,1300000,Gasolina,Original,Importado,Manual,1,1
Toyota,Corrolla Altis,2016,112000.0,4750000,Gasolina,Original,Nacional,Automatic,4,4
Suzuki,Bolan,2012,39500.0,1000000,GNV,Original,Nacional,Manual,3,2
Hyundai,Santro,2006,185000.0,950000,Gasolina,Original,Importado,Manual,2,7
Suzuki,Alto,2019,63390.0,2440000,Gasolina,Original,Nacional,Automatic,5,3
Suzuki,Mehran VXR,2018,33000.0,1480000,Gasolina,Original,Nacional,Manual,5,2
Suzuki,Wagon R,2018,86000.0,2200000,Gasolina,Original,Nacional,Manual,5,3
Honda,Civic Prosmetic,2011,151000.0,2850000,Gasolina,Original,Nacional,Automatic,3,6
Daihatsu,Cuore,2005,55000.0,870000,Gasolina,Original,Importado,Automatic,2,2
Daihatsu,Mira,2015,79800.0,2450000,Gasolina,Original,Importado,Automatic,4,3
Suzuki,Swift,2010,40000.0,1320000,Gasolina,Original,Nacional,Manual,3,2
Honda,City IVTEC,2017,73500.0,3250000,Gasolina,Original,Importado,Manual,5,3
Toyota,Corolla XLI,2007,120000.0,1390000,GNV,Original,Nacional,Manual,2,4
Toyota,Corolla GLI,2018,110000.0,4350000,Gasolina,Original,Importado,Manual,5,4
Honda,City IVTEC,2019,105000.0,3450000,Gasolina,Original,Nacional,Manual,5,4
Suzuki,Cultus VXR,2004,1.0,890000,Gasolina,Original,Nacional,Manual,1,1
Suzuki,Cultus VXR,2017,100000.0,2500000,Gasolina,Original,Nacional,Manual,5,4
Changan,Karvaan,2021,25000.0,2350000,Gasolina,Original,Nacional,Manual,6,1
KIA,Picanto,2021,46000.0,2700000,Gasolina,Original,Importado,Automatic,6,2
Suzuki,Alto,2010,150000.0,1470000,Gasolina,Original,Importado,Manual,3,5
Honda,City IVTEC,2011,106000.0,2360000,Gasolina,Original,Nacional,Automatic,3,4
Honda,City Aspire,2015,96000.0,3375000,Gasolina,Original,Nacional,Automatic,4,4
Toyota,Passo,2008,69000.0,1660000,Gasolina,Original,Importado,Automatic,2,3
Honda,City IVTEC,2021,30000.0,4130000,Gasolina,Original,Nacional,Manual,6,1
Suzuki,Alto,2005,121000.0,575000,Gasolina,Original,Nacional,Manual,2,5
Hyundai,Santro,2007,138000.0,999999,Gasolina,Original,Nacional,Manual,2,5
Daihatsu,Terios Kid,2009,41000.0,1975000,Gasolina,Original,Importado,Automatic,3,2
Daihatsu,Mira,2012,189000.0,2050000,Gasolina,Original,Importado,Automatic,3,7
Toyota,Corrolla Altis,2015,250000.0,3700000,Gasolina,Original,Nacional,Automatic,4,10
Honda,City Aspire,2017,70000.0,3650000,Gasolina,Original,Nacional,Automatic,5,3
Honda,City IVTEC,2015,69545.0,2820000,Gasolina,Original,Importado,Manual,4,3
FAW,X-PV,2017,91000.0,980000,Gasolina,Original,Nacional,Manual,5,4
Honda,City Aspire,2021,44500.0,4950000,Gasolina,Original,Nacional,Automatic,6,2
Suzuki,Mehran VXR,2017,57500.0,1150000,Gasolina,Original,Nacional,Manual,5,2
Toyota,Corolla XLI,2010,124000.0,2080000,Gasolina,Original,Nacional,Manual,3,5
Honda,City IVTEC,2013,120000.0,2575000,Gasolina,Original,Nacional,Manual,4,4
Daihatsu,Hijet,2009,80000.0,1170000,Gasolina,Original,Importado,Manual,3,3
Honda,City IVTEC,2019,76000.0,3500000,Gasolina,Original,Nacional,Manual,5,3
Toyota,Passo,2007,117000.0,1590000,Gasolina,Original,Importado,Automatic,2,4
Changan,Karvaan,2022,18652.0,2800000,Gasolina,Original,Nacional,Manual,6,1
Suzuki,Swift,2011,150000.0,1750000,Gasolina,Original,Nacional,Manual,3,5
Toyota,Corolla GLI,2018,64000.0,4500000,Gasolina,Original,Nacional,Manual,5,3
Honda,City IVTEC,2018,160000.0,3350000,Gasolina,Original,Nacional,Manual,5,6
Toyota,Corolla GLI,2014,115700.0,3670000,Gasolina,Original,Nacional,Automatic,4,4
Honda,City IVTEC,2015,70000.0,2850000,Gasolina,Original,Nacional,Manual,4,3
Toyota,Corrolla Altis,2019,28000.0,4900000,Gasolina,Original,Nacional,Automatic,5,1
Toyota,Corolla GLI,2014,92000.0,3050000,Gasolina,Original,Nacional,Manual,4,4
Toyota,Corolla XLI,2015,110266.0,2750000,Gasolina,Original,Nacional,Manual,4,4
Honda,City IVTEC,2013,90000.0,2625000,Gasolina,Original,Nacional,Manual,4,3
Suzuki,Mehran VXR,2010,20000.0,1000000,Gasolina,Original,Importado,Manual,3,1
Mitsubishi,Lancer,2005,220000.0,1900000,Gasolina,Original,Importado,Manual,2,8
Toyota,Corolla GLI,2019,62310.0,4000000,Gasolina,Original,Nacional,Manual,5,3
Suzuki,Wagon R,2018,97000.0,2155000,Gasolina,Original,Nacional,Manual,5,4
Suzuki,Every,2018,92000.0,2585000,Gasolina,Original,Importado,Automatic,5,4
Daihatsu,Cuore,2004,170000.0,730000,GNV,Original,Nacional,Manual,1,6
Changan,Karvaan,2021,77000.0,2075000,Gasolina,Original,Importado,Manual,6,3
Honda,City IVTEC,2011,134000.0,2350000,Gasolina,Original,Nacional,Manual,3,5
Honda,City IDSI,2002,150000.0,1000000,Gasolina,Original,Nacional,Manual,1,5
Suzuki,Alto,2007,70000.0,690000,Gasolina,Original,Nacional,Manual,2,3
Honda,City IVTEC,2015,94000.0,2850000,Gasolina,Original,Nacional,Manual,4,4
Suzuki,Wagon R,2018,90000.0,2100000,Gasolina,Original,Nacional,Manual,5,3
Daihatsu,Cuore,2008,99000.0,880000,Gasolina,Original,Importado,Manual,2,4
Suzuki,Alto,2016,65000.0,3980000,Gasolina,Original,Nacional,Automatic,4,3
Toyota,Yaris,2022,20500.0,4075000,Gasolina,Original,Nacional,Manual,6,1
Daihatsu,Mira,2010,118000.0,1485000,Gasolina,Original,Importado,Automatic,3,4
Daihatsu,Mira,2015,100000.0,2800000,Gasolina,Original,Importado,Automatic,4,4
KIA,Sportage,2002,123456.0,1190000,Gasolina,Original,Importado,Manual,1,5
Honda,Civic Prosmetic,2017,155000.0,4850000,Gasolina,Original,Nacional,Automatic,5,6
