marca,modelo,ano,quilometragem,preco,combustivel,car_documents,tipo,transmissão,year_range,km's driven_range,faixa_preco,faixa_preco_prevista,valor_estimado
Toyota,Corrolla Altis,2013,337000.0,300000,Gasolina,Original,Nacional,Automatic,4,12,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2017,113000.0,213000,Gasolina,Original,Nacional,Manual,5,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2014,70000.0,180000,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Honda,City Aspire,2016,150000.0,380000,Gasolina,Original,Nacional,Automatic,4,5,Premium,Premium,350855.0221465077
Mitsubishi,Lancer,2004,275000.0,127500,Gasolina,Original,Nacional,Manual,1,10,Econômico,Econômico,149497.18328086744
Toyota,Passo,2009,109000.0,170000,Gasolina,Original,Importado,Automatic,3,4,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2012,160000.0,250000,Gasolina,Duplicate,Nacional,Manual,3,6,Intermediário,Intermediário,245657.07356430945
Changan,Karvaan,2021,32000.0,220000,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Mitsubishi,Lancer,2005,148000.0,147500,Gasolina,Original,Importado,Manual,2,5,Econômico,Econômico,149497.18328086744
Daihatsu,Move,2011,95000.0,160000,Gasolina,Original,Importado,Automatic,3,4,Econômico,Econômico,149497.18328086744
Daihatsu,Terios Kid,2008,88000.0,212000,Gasolina,Original,Importado,Automatic,2,3,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2006,65500.0,848000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2015,78000.0,235000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2022,9484.0,221500,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2014,90000.0,350000,Gasolina,Original,Nacional,Manual,4,3,Premium,Premium,350855.0221465077
KIA,Spectra,2001,150000.0,750000,Gasolina,Original,Importado,Manual,1,5,Luxo,Luxo,681403.3241134752
Honda,Civic Prosmetic,2018,68000.0,430000,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Changan,Alsvin,2022,19500.0,450000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2021,28000.0,228000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2017,82000.0,350000,Gasolina,Original,Nacional,Automatic,5,3,Premium,Premium,350855.0221465077
Honda,City Aspire,2015,111000.0,295000,Gasolina,Original,Nacional,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2013,91000.0,135000,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2011,99800.0,255000,Gasolina,Original,Nacional,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2011,85000.0,720000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2015,10000.0,112500,Gasolina,Original,Nacional,Manual,4,1,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2019,104089.0,274000,Gasolina,Original,Nacional,Manual,5,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Every,2018,80000.0,175000,Gasolina,Original,Importado,Automatic,5,3,Econômico,Intermediário,245657.07356430945
Toyota,Altis Grande,2009,125000.0,210000,Gasolina,Original,Nacional,Automatic,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2021,72000.0,325000,Gasolina,Original,Nacional,Automatic,6,3,Premium,Premium,350855.0221465077
Toyota,Corolla XLI,2009,1234.0,195000,Gasolina,Original,Nacional,Manual,3,1,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2005,10000.0,670000,Gasolina,Original,Importado,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2008,200000.0,920000,Gasolina,Original,Nacional,Manual,2,7,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2010,40000.0,170000,Gasolina,Original,Importado,Automatic,3,2,Econômico,Econômico,149497.18328086744
Honda,City Aspire,2021,24000.0,405000,Gasolina,Original,Nacional,Manual,6,1,Luxo,Luxo,681403.3241134752
Toyota,Yaris,2020,36000.0,425000,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2006,150000.0,750000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2022,47000.0,278000,Gasolina,Original,Nacional,Automatic,6,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2009,134000.0,980000,Gasolina,Original,Nacional,Manual,3,5,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2007,90000.0,690000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Honda,Civic Oriel,2006,267347.0,145000,Gasolina,Original,Importado,Manual,2,10,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2008,40000.0,850000,Gasolina,Original,Nacional,Manual,2,2,Luxo,Luxo,681403.3241134752
Honda,City Vario,2007,120000.0,180000,Gasolina,Original,Nacional,Automatic,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2019,20800.0,130000,Gasolina,Original,Nacional,Manual,5,1,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2020,35000.0,202500,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
KIA,Picanto,2021,22800.0,305000,Gasolina,Original,Nacional,Automatic,6,1,Premium,Premium,350855.0221465077
Daihatsu,Hijet,2014,80000.0,120000,Gasolina,Original,Importado,Automatic,4,3,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2015,72000.0,198500,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Daihatsu,Hijet,2020,100000.0,155000,Gasolina,Original,Importado,Manual,5,4,Econômico,Econômico,149497.18328086744
Suzuki,Every,2015,83000.0,150000,Gasolina,Original,Importado,Automatic,4,3,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2015,66000.0,875000,Gasolina,Original,Nacional,Manual,4,3,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2006,97000.0,103000,Gasolina,Original,Importado,Manual,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2016,64500.0,100000,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2020,37000.0,450000,Gasolina,Original,Nacional,Manual,5,2,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2012,120000.0,220000,Gasolina,Original,Nacional,Manual,3,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2007,12624.0,137500,Gasolina,Original,Importado,Automatic,2,1,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2016,180000.0,179000,Gasolina,Original,Importado,Manual,4,6,Econômico,Econômico,149497.18328086744
Suzuki,Baleno,2005,160000.0,850000,Gasolina,Original,Nacional,Manual,2,6,Luxo,Luxo,681403.3241134752
Honda,City IDSI,2011,140000.0,225000,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2013,150000.0,240000,Gasolina,Original,Importado,Manual,4,5,Intermediário,Intermediário,245657.07356430945
Changan,Karvaan,2020,5300.0,167000,Gasolina,Original,Nacional,Manual,5,1,Econômico,Econômico,149497.18328086744
Changan,Karvaan,2020,68000.0,222500,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Honda,Civic Prosmetic,2000,195116.0,132500,Gasolina,Original,Nacional,Automatic,1,7,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2011,165000.0,216500,Gasolina,Original,Nacional,Manual,3,6,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2008,82534.0,750000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2007,170000.0,200000,Gasolina,Original,Nacional,Manual,2,6,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2018,89000.0,298000,Gasolina,Original,Importado,Automatic,5,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2022,25000.0,249000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2015,59000.0,115000,Gasolina,Original,Nacional,Manual,4,2,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2003,10000.0,130000,GNV,Original,Importado,Manual,1,1,Econômico,Econômico,149497.18328086744
Honda,Civic Oriel,2005,168000.0,145000,Gasolina,Original,Importado,Automatic,2,6,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2018,88500.0,136000,Gasolina,Original,Nacional,Manual,5,3,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2017,93000.0,260000,Gasolina,Original,Nacional,Manual,5,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2012,72672.0,950000,Gasolina,Original,Importado,Manual,3,3,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2016,144000.0,295000,Gasolina,Original,Nacional,Manual,4,5,Intermediário,Intermediário,245657.07356430945
Honda,City Aspire,2021,20500.0,407500,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2008,95000.0,185000,Gasolina,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
Mitsubishi,Pajero Mini,2018,60000.0,230000,Gasolina,Original,Importado,Automatic,5,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2006,13000.0,750000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2003,180000.0,188000,Gasolina,Original,Nacional,Automatic,1,6,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2005,142000.0,147500,Gasolina,Original,Nacional,Automatic,2,5,Econômico,Econômico,149497.18328086744
Daihatsu,Hijet,2012,200000.0,141000,Gasolina,Original,Importado,Automatic,3,7,Econômico,Econômico,149497.18328086744
Suzuki,Ravi,2011,8556.0,500000,Gasolina,Original,Nacional,Manual,3,1,Luxo,Luxo,681403.3241134752
Changan,Karvaan,2020,40000.0,210000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2014,105830.0,195000,Gasolina,Original,Importado,Automatic,4,4,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2010,145000.0,240000,Gasolina,Original,Importado,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Every,2014,59000.0,190000,Gasolina,Original,Importado,Automatic,4,2,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2017,71000.0,213000,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Honda,City IDSI,2005,182000.0,148500,Gasolina,Original,Nacional,Manual,2,7,Econômico,Econômico,149497.18328086744
Changan,Alsvin,2021,34000.0,385000,Gasolina,Original,Nacional,Automatic,6,2,Premium,Premium,350855.0221465077
Suzuki,Cultus VXR,2015,87235.0,147500,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2016,175000.0,365000,Gasolina,Original,Nacional,Manual,4,6,Premium,Premium,350855.0221465077
Toyota,Altis Grande,2016,138000.0,425000,Gasolina,Original,Nacional,Automatic,4,5,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2020,43000.0,430000,Gasolina,Original,Nacional,Manual,5,2,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2021,55000.0,287500,Gasolina,Original,Nacional,Automatic,6,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Baleno,2002,171000.0,980000,Gasolina,Original,Nacional,Manual,1,6,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2012,85698.0,600000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2011,42000.0,125000,Gasolina,Original,Importado,Automatic,3,2,Econômico,Econômico,149497.18328086744
FAW,X-PV,2015,120000.0,800000,Gasolina,Original,Nacional,Manual,4,4,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2018,31400.0,256000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2011,23000.0,163000,Gasolina,Original,Nacional,Manual,3,1,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2006,120000.0,580000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2020,32000.0,348000,Gasolina,Original,Importado,Automatic,5,2,Premium,Premium,350855.0221465077
Honda,City IVTEC,2010,145000.0,240000,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Mitsubishi,Pajero Mini,2008,127000.0,180000,Gasolina,Original,Importado,Automatic,2,5,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2011,58000.0,725000,Gasolina,Original,Nacional,Manual,3,2,Luxo,Luxo,681403.3241134752
Changan,Alsvin,2021,49000.0,380000,Gasolina,Original,Nacional,Automatic,6,2,Premium,Premium,350855.0221465077
Mitsubishi,Lancer,2006,211320.0,150000,Gasolina,Original,Importado,Manual,2,8,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2009,98000.0,229500,Gasolina,Original,Nacional,Manual,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2022,8000.0,276000,Gasolina,Original,Nacional,Automatic,6,1,Intermediário,Intermediário,245657.07356430945
Daihatsu,Move,2015,105000.0,204500,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Every,2010,87600.0,138000,Gasolina,Original,Importado,Manual,3,3,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2006,100000.0,900000,Gasolina,Original,Importado,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2021,37000.0,155000,Gasolina,Original,Nacional,Manual,6,2,Econômico,Econômico,149497.18328086744
Suzuki,Every,2023,60000.0,275000,Gasolina,Original,Importado,Automatic,6,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2013,12345.0,910000,Gasolina,Original,Importado,Manual,4,1,Luxo,Luxo,681403.3241134752
Changan,Alsvin,2021,46000.0,391500,Gasolina,Original,Nacional,Automatic,6,2,Premium,Premium,350855.0221465077
Suzuki,Bolan,2021,36000.0,169500,Gasolina,Original,Nacional,Manual,6,2,Econômico,Econômico,149497.18328086744
Changan,Karvaan,2020,33000.0,195000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2002,12345.0,510000,Gasolina,Original,Nacional,Manual,1,1,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2021,85000.0,275000,Gasolina,Original,Nacional,Manual,6,3,Intermediário,Intermediário,245657.07356430945
Chevrolet,Exclusive,2005,100000.0,900000,Gasolina,Original,Importado,Manual,2,4,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2013,188049.0,255000,Gasolina,Original,Nacional,Manual,4,7,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2016,86000.0,247500,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2010,250000.0,110000,Gasolina,Original,Importado,Manual,3,10,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2012,142000.0,255000,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2018,93000.0,238000,Gasolina,Original,Nacional,Manual,5,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Every,2015,196000.0,155000,Gasolina,Original,Importado,Manual,4,7,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2007,100000.0,165000,Gasolina,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2015,135000.0,295000,Gasolina,Original,Nacional,Manual,4,5,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2017,65000.0,295000,Gasolina,Original,Importado,Automatic,5,3,Intermediário,Intermediário,245657.07356430945
Toyota,Passo,2010,80000.0,242500,Gasolina,Original,Importado,Automatic,3,3,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2006,99000.0,155000,Gasolina,Original,Importado,Manual,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Baleno,2003,120000.0,725000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Honda,Civic Oriel,2004,245804.0,127000,Gasolina,Original,Importado,Manual,1,10,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2008,201000.0,185000,Gasolina,Original,Nacional,Automatic,2,7,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2011,138000.0,110000,GNV,Original,Nacional,Manual,3,5,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2000,125000.0,725000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2007,100000.0,880000,Gasolina,Original,Importado,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2010,105000.0,790000,Gasolina,Original,Nacional,Manual,3,4,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2011,100000.0,220000,Gasolina,Original,Nacional,Manual,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2006,1000.0,540000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2008,10000.0,925000,Gasolina,Original,Importado,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2019,99500.0,219000,Gasolina,Original,Nacional,Manual,5,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Every,2021,25000.0,235000,Gasolina,Original,Importado,Automatic,6,1,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2014,75000.0,205000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Toyota,Altis Grande,2017,66000.0,460000,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2017,75000.0,189500,Gasolina,Original,Nacional,Manual,5,3,Econômico,Intermediário,245657.07356430945
Daihatsu,Cuore,2010,235111.0,680000,Gasolina,Original,Nacional,Manual,3,10,Luxo,Luxo,681403.3241134752
Toyota,Passo,2004,111111.0,154000,Gasolina,Original,Importado,Automatic,1,4,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2022,16500.0,330000,Gasolina,Original,Nacional,Manual,6,1,Premium,Premium,350855.0221465077
Suzuki,Wagon R,2018,62500.0,187500,Gasolina,Original,Nacional,Manual,5,3,Econômico,Intermediário,245657.07356430945
Honda,City Aspire,2014,180000.0,283000,Gasolina,Original,Nacional,Manual,4,6,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2012,150000.0,111500,Gasolina,Original,Nacional,Manual,3,5,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2014,135000.0,290000,Gasolina,Original,Nacional,Automatic,4,5,Intermediário,Premium,350855.0221465077
Honda,City IVTEC,2014,152000.0,256000,Gasolina,Original,Nacional,Manual,4,6,Intermediário,Intermediário,245657.07356430945
KIA,Spectra,2002,12345.0,565000,Gasolina,Original,Nacional,Manual,1,1,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2018,60000.0,145000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2017,65000.0,345000,Gasolina,Original,Nacional,Automatic,5,3,Premium,Premium,350855.0221465077
Suzuki,Alto,2007,99000.0,715000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2009,112000.0,195000,Gasolina,Original,Nacional,Manual,3,4,Econômico,Econômico,149497.18328086744
Suzuki,Baleno,2005,102700.0,850000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2007,150000.0,695000,Gasolina,Original,Importado,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2011,80000.0,560000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2012,211812.0,125000,Gasolina,Original,Importado,Automatic,3,8,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2020,57000.0,235000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Mitsubishi,Ek Wagon,2016,98000.0,200000,Gasolina,Original,Importado,Automatic,4,4,Econômico,Econômico,149497.18328086744
Suzuki,Ravi,2020,28000.0,155000,Gasolina,Original,Nacional,Manual,5,1,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2004,250000.0,155000,Gasolina,Original,Importado,Manual,1,10,Econômico,Econômico,149497.18328086744
KIA,Picanto,2022,38000.0,280000,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2015,42500.0,152500,Gasolina,Original,Nacional,Manual,4,2,Econômico,Econômico,149497.18328086744
